station_id,city,charger_type,total_ports,date,sessions,total_kwh_delivered,avg_session_time_mins,revenue_generated,downtime_mins
STN002,Bengaluru,Slow,2,2025-06-20,22,220.17,75.2,8194.39,33
STN002,Bengaluru,Slow,2,2025-06-21,29,284.61,60.3,8962.9,22
STN002,Bengaluru,Slow,2,2025-06-22,28,261.43,68.3,11137.65,28
STN002,Bengaluru,Slow,2,2025-06-23,19,208.27,72.7,7279.24,68
STN002,Bengaluru,Slow,2,2025-06-24,27,263.52,67.6,10556.98,33
STN002,Bengaluru,Slow,2,2025-06-25,20,213.41,71.5,6994.77,21
STN002,Bengaluru,Slow,2,2025-06-26,15,169.71,76.2,5258.66,26
STN002,Bengaluru,Slow,2,2025-06-27,16,167.16,65.8,5906.13,20
STN002,Bengaluru,Slow,2,2025-06-28,19,213.37,62.7,6086.31,32
STN002,Bengaluru,Slow,2,2025-06-29,15,149.06,61.5,4788.63,69
STN002,Bengaluru,Slow,2,2025-06-30,27,323.44,76.7,9743.79,52
STN003,Pune,Slow,4,2025-01-01,25,249.88,76.0,8256.0,56
STN003,Pune,Slow,4,2025-01-02,25,264.77,77.8,9903.65,30
STN003,Pune,Slow,4,2025-01-03,29,288.62,61.5,10997.32,28
STN003,Pune,Slow,4,2025-01-04,20,196.09,78.9,6825.14,35
STN003,Pune,Slow,4,2025-01-05,23,213.14,78.6,8032.61,49
STN003,Pune,Slow,4,2025-01-06,26,305.49,60.5,8089.64,57
STN003,Pune,Slow,4,2025-01-07,18,208.79,72.6,6668.56,26
STN003,Pune,Slow,4,2025-01-08,17,175.31,77.4,5426.51,63
STN003,Pune,Slow,4,2025-01-09,21,203.27,70.0,7322.91,62
STN003,Pune,Slow,4,2025-01-10,21,190.19,74.9,8076.76,33
STN003,Pune,Slow,4,2025-01-11,22,251.68,76.5,7529.8,26
STN003,Pune,Slow,4,2025-01-12,28,272.49,68.9,8594.34,67
STN003,Pune,Slow,4,2025-01-13,23,238.33,70.4,9091.1,52
STN003,Pune,Slow,4,2025-01-14,23,275.4,76.2,8932.76,27
STN003,Pune,Slow,4,2025-01-15,20,188.8,62.9,7555.32,48
STN003,Pune,Slow,4,2025-01-16,15,160.54,78.2,5846.29,65
STN003,Pune,Slow,4,2025-01-17,17,165.42,66.0,6413.08,44
STN003,Pune,Slow,4,2025-01-18,28,261.87,63.1,10385.57,32
STN003,Pune,Slow,4,2025-01-19,24,222.77,68.5,8961.24,27
STN003,Pune,Slow,4,2025-01-20,24,259.39,76.1,9593.01,23
STN003,Pune,Slow,4,2025-01-21,29,296.49,64.8,9831.3,40
STN003,Pune,Slow,4,2025-01-22,22,253.45,74.3,7867.07,25
STN003,Pune,Slow,4,2025-01-23,26,272.99,75.5,8582.1,65
STN003,Pune,Slow,4,2025-01-24,20,231.33,73.4,6179.0,67
STN003,Pune,Slow,4,2025-01-25,20,191.4,76.1,6619.24,33
STN003,Pune,Slow,4,2025-01-26,23,245.65,72.9,9063.24,43
STN003,Pune,Slow,4,2025-01-27,19,199.86,67.9,6540.05,37
STN003,Pune,Slow,4,2025-01-28,20,232.94,76.9,7634.79,40
STN003,Pune,Slow,4,2025-01-29,25,289.67,66.6,8320.77,66
STN003,Pune,Slow,4,2025-01-30,16,147.65,66.8,5014.68,24
STN003,Pune,Slow,4,2025-01-31,22,220.8,68.2,7994.01,55
STN003,Pune,Slow,4,2025-02-01,23,273.45,70.3,8852.02,65
STN003,Pune,Slow,4,2025-02-02,19,177.41,66.1,7550.83,64
STN003,Pune,Slow,4,2025-02-03,18,201.61,75.8,6376.05,44
STN003,Pune,Slow,4,2025-02-04,23,247.75,68.9,7271.12,27
STN003,Pune,Slow,4,2025-02-05,27,266.73,68.2,8848.55,56
STN003,Pune,Slow,4,2025-02-06,22,214.55,71.1,7893.24,26
STN003,Pune,Slow,4,2025-02-07,15,138.12,66.3,4711.89,21
STN003,Pune,Slow,4,2025-02-08,23,270.64,66.9,9030.81,54
STN003,Pune,Slow,4,2025-02-09,16,164.54,76.3,5424.92,48
STN003,Pune,Slow,4,2025-02-10,20,238.78,68.2,7246.88,47
STN003,Pune,Slow,4,2025-02-11,19,221.1,69.4,6521.57,60
STN003,Pune,Slow,4,2025-02-12,15,179.77,63.3,5853.54,30
STN003,Pune,Slow,4,2025-02-13,21,194.41,62.2,7256.1,44
STN003,Pune,Slow,4,2025-02-14,21,204.94,62.6,7991.36,54
STN003,Pune,Slow,4,2025-02-15,28,331.87,75.9,9577.88,46
STN003,Pune,Slow,4,2025-02-16,17,169.28,77.4,6567.13,41
STN003,Pune,Slow,4,2025-02-17,27,319.87,75.2,8173.68,36
STN003,Pune,Slow,4,2025-02-18,16,149.85,70.3,5484.63,49
STN003,Pune,Slow,4,2025-02-19,21,235.97,79.5,7637.65,47
STN003,Pune,Slow,4,2025-02-20,22,220.74,71.8,8332.9,37
STN003,Pune,Slow,4,2025-02-21,15,152.01,63.7,5346.91,58
STN003,Pune,Slow,4,2025-02-22,19,210.79,62.0,6502.19,25
STN003,Pune,Slow,4,2025-02-23,29,293.61,66.9,10906.03,59
STN003,Pune,Slow,4,2025-02-24,16,187.16,74.4,5955.86,33
STN003,Pune,Slow,4,2025-02-25,26,293.31,79.7,9813.31,57
STN003,Pune,Slow,4,2025-02-26,23,261.84,68.3,8164.08,69
STN003,Pune,Slow,4,2025-02-27,17,198.94,72.3,6648.25,54
STN003,Pune,Slow,4,2025-02-28,29,285.64,65.9,11316.87,36
STN003,Pune,Slow,4,2025-03-01,27,270.8,72.2,9928.67,22
STN003,Pune,Slow,4,2025-03-02,26,235.51,65.0,9161.58,50
STN003,Pune,Slow,4,2025-03-03,21,223.47,68.3,7604.68,54
STN003,Pune,Slow,4,2025-03-04,20,206.93,75.3,6620.51,54
STN003,Pune,Slow,4,2025-03-05,29,292.99,64.1,9061.2,21
STN003,Pune,Slow,4,2025-03-06,16,166.71,62.3,6184.16,42
STN003,Pune,Slow,4,2025-03-07,22,209.98,78.6,8031.13,21
STN003,Pune,Slow,4,2025-03-08,23,237.28,63.0,7508.62,32
STN003,Pune,Slow,4,2025-03-09,17,195.87,76.5,5208.34,63
STN003,Pune,Slow,4,2025-03-10,22,241.13,74.1,8552.69,61
STN003,Pune,Slow,4,2025-03-11,29,306.7,72.0,10996.37,68
STN003,Pune,Slow,4,2025-03-12,26,301.99,77.4,9639.62,27
STN003,Pune,Slow,4,2025-03-13,20,217.85,75.6,7858.03,35
STN003,Pune,Slow,4,2025-03-14,29,322.85,70.8,10359.64,20
STN003,Pune,Slow,4,2025-03-15,22,217.0,69.0,7348.48,39
STN003,Pune,Slow,4,2025-03-16,21,223.37,72.2,6363.65,54
STN003,Pune,Slow,4,2025-03-17,23,262.54,72.2,8773.38,34
STN003,Pune,Slow,4,2025-03-18,26,308.77,70.4,8708.86,66
STN003,Pune,Slow,4,2025-03-19,20,236.05,68.1,6967.33,43
STN003,Pune,Slow,4,2025-03-20,16,144.36,69.3,6242.66,56
STN003,Pune,Slow,4,2025-03-21,16,191.94,74.1,5881.73,54
STN003,Pune,Slow,4,2025-03-22,23,208.45,68.7,7928.74,65
STN003,Pune,Slow,4,2025-03-23,16,147.6,72.3,5064.85,60
STN003,Pune,Slow,4,2025-03-24,16,181.93,75.7,5925.81,60
STN003,Pune,Slow,4,2025-03-25,17,160.6,63.5,6748.48,68
STN003,Pune,Slow,4,2025-03-26,18,204.26,73.7,5728.77,33
STN003,Pune,Slow,4,2025-03-27,23,270.49,71.5,6912.17,21
STN003,Pune,Slow,4,2025-03-28,26,246.39,66.7,9636.15,32
STN003,Pune,Slow,4,2025-03-29,27,308.64,71.6,10443.23,53
STN003,Pune,Slow,4,2025-03-30,22,223.9,63.3,6775.55,22
STN003,Pune,Slow,4,2025-03-31,27,263.56,68.7,8613.84,32
STN003,Pune,Slow,4,2025-04-01,15,149.42,69.0,4762.77,51
STN003,Pune,Slow,4,2025-04-02,23,223.72,74.4,9027.55,33
STN003,Pune,Slow,4,2025-04-03,22,259.98,68.6,7000.31,52
STN003,Pune,Slow,4,2025-04-04,24,261.18,79.7,8828.23,28
STN003,Pune,Slow,4,2025-04-05,29,344.6,64.8,10378.94,44
STN003,Pune,Slow,4,2025-04-06,23,250.38,75.3,7542.88,45
STN003,Pune,Slow,4,2025-04-07,16,172.72,72.6,6292.05,28
STN003,Pune,Slow,4,2025-04-08,22,218.01,74.5,8612.9,61
STN003,Pune,Slow,4,2025-04-09,21,233.15,76.9,7748.7,41
STN003,Pune,Slow,4,2025-04-10,16,169.77,69.2,5402.5,69
STN003,Pune,Slow,4,2025-04-11,22,233.49,71.9,7598.63,48
STN003,Pune,Slow,4,2025-04-12,27,245.27,71.0,10143.7,26
STN003,Pune,Slow,4,2025-04-13,22,233.08,75.2,7131.53,46
STN003,Pune,Slow,4,2025-04-14,19,211.8,75.4,7070.51,26
STN003,Pune,Slow,4,2025-04-15,19,184.79,62.8,7345.73,33
STN003,Pune,Slow,4,2025-04-16,24,217.0,76.4,7670.38,28
STN003,Pune,Slow,4,2025-04-17,26,265.32,73.1,10331.71,36
STN003,Pune,Slow,4,2025-04-18,19,209.48,80.0,7255.28,25
STN003,Pune,Slow,4,2025-04-19,29,332.14,70.1,10824.48,22
STN003,Pune,Slow,4,2025-04-20,17,177.28,65.1,6000.02,49
STN003,Pune,Slow,4,2025-04-21,20,203.29,77.8,7631.04,54
STN003,Pune,Slow,4,2025-04-22,19,189.08,62.4,6448.29,25
STN003,Pune,Slow,4,2025-04-23,23,245.7,79.4,7630.63,54
STN003,Pune,Slow,4,2025-04-24,20,213.93,78.5,7351.29,51
STN003,Pune,Slow,4,2025-04-25,26,289.79,64.1,7835.87,57
STN003,Pune,Slow,4,2025-04-26,19,222.6,67.6,7576.11,43
STN003,Pune,Slow,4,2025-04-27,26,292.86,69.6,10389.44,50
STN003,Pune,Slow,4,2025-04-28,18,171.73,70.1,5910.45,41
STN003,Pune,Slow,4,2025-04-29,24,287.9,79.4,8804.68,66
STN003,Pune,Slow,4,2025-04-30,27,312.97,73.7,10369.12,47
STN003,Pune,Slow,4,2025-05-01,25,286.85,68.7,9833.9,33
STN003,Pune,Slow,4,2025-05-02,18,183.26,70.0,6826.39,54
STN003,Pune,Slow,4,2025-05-03,17,183.66,67.2,5745.29,66
STN003,Pune,Slow,4,2025-05-04,23,264.97,79.2,9162.03,51
STN003,Pune,Slow,4,2025-05-05,18,183.88,73.6,7057.97,45
STN003,Pune,Slow,4,2025-05-06,19,171.99,79.6,6032.05,61
STN003,Pune,Slow,4,2025-05-07,24,233.92,77.0,8254.02,23
STN003,Pune,Slow,4,2025-05-08,25,295.68,68.7,8831.28,66
STN003,Pune,Slow,4,2025-05-09,22,243.53,72.9,7383.69,47
STN003,Pune,Slow,4,2025-05-10,15,145.94,63.2,5175.65,53
STN003,Pune,Slow,4,2025-05-11,26,244.9,64.7,9743.83,24
STN003,Pune,Slow,4,2025-05-12,15,179.18,75.5,4752.91,63
STN003,Pune,Slow,4,2025-05-13,24,274.73,78.3,8565.86,68
STN003,Pune,Slow,4,2025-05-14,21,233.57,73.8,7065.17,32
STN003,Pune,Slow,4,2025-05-15,23,216.15,63.2,9020.55,46
STN003,Pune,Slow,4,2025-05-16,17,185.0,78.1,6466.47,54
STN003,Pune,Slow,4,2025-05-17,27,307.1,73.2,9219.59,51
STN003,Pune,Slow,4,2025-05-18,17,164.81,68.3,5506.0,58
STN003,Pune,Slow,4,2025-05-19,29,347.86,71.6,9575.63,55
STN003,Pune,Slow,4,2025-05-20,23,228.69,66.2,8101.1,23
STN003,Pune,Slow,4,2025-05-21,18,213.73,63.7,7078.53,63
STN003,Pune,Slow,4,2025-05-22,29,317.12,70.4,10536.64,62
STN003,Pune,Slow,4,2025-05-23,15,162.49,79.9,5458.03,68
STN003,Pune,Slow,4,2025-05-24,27,261.81,70.9,9811.39,23
STN003,Pune,Slow,4,2025-05-25,26,241.97,67.6,8381.57,60
STN003,Pune,Slow,4,2025-05-26,17,199.22,60.4,5818.77,37
STN003,Pune,Slow,4,2025-05-27,25,265.64,60.3,9585.98,44
STN003,Pune,Slow,4,2025-05-28,27,243.99,72.6,10108.72,45
STN003,Pune,Slow,4,2025-05-29,26,238.63,67.0,8776.31,63
STN003,Pune,Slow,4,2025-05-30,17,162.66,68.6,5224.04,35
STN003,Pune,Slow,4,2025-05-31,15,137.68,63.2,5743.09,46
STN003,Pune,Slow,4,2025-06-01,27,273.0,71.9,9677.33,35
STN003,Pune,Slow,4,2025-06-02,16,186.39,69.1,5210.62,42
STN003,Pune,Slow,4,2025-06-03,25,279.8,76.8,9109.05,63
STN003,Pune,Slow,4,2025-06-04,18,210.05,66.2,5883.25,20
STN003,Pune,Slow,4,2025-06-05,26,257.23,67.4,8931.31,26
STN003,Pune,Slow,4,2025-06-06,26,285.66,64.4,8933.87,67
STN003,Pune,Slow,4,2025-06-07,27,251.53,64.8,10549.09,28
STN003,Pune,Slow,4,2025-06-08,25,256.48,68.9,8621.86,57
STN003,Pune,Slow,4,2025-06-09,15,148.89,73.9,5869.79,48
STN003,Pune,Slow,4,2025-06-10,28,284.24,79.4,8899.23,53
STN003,Pune,Slow,4,2025-06-11,22,201.89,77.3,8647.18,35
STN003,Pune,Slow,4,2025-06-12,29,326.08,66.9,11038.05,40
STN003,Pune,Slow,4,2025-06-13,26,270.05,75.8,10236.87,38
STN003,Pune,Slow,4,2025-06-14,24,222.09,70.1,9012.41,34
STN003,Pune,Slow,4,2025-06-15,19,214.04,77.4,6112.61,27
STN003,Pune,Slow,4,2025-06-16,18,172.55,61.9,5481.21,66
STN003,Pune,Slow,4,2025-06-17,29,264.03,60.4,9564.25,58
STN003,Pune,Slow,4,2025-06-18,23,219.18,65.1,7725.37,28
STN003,Pune,Slow,4,2025-06-19,17,167.03,61.9,5458.21,20
STN003,Pune,Slow,4,2025-06-20,26,252.24,76.5,7986.51,29
STN003,Pune,Slow,4,2025-06-21,16,189.15,70.4,5720.22,69
STN003,Pune,Slow,4,2025-06-22,15,154.02,72.5,5720.44,64
STN003,Pune,Slow,4,2025-06-23,23,273.92,79.9,7563.96,49
STN003,Pune,Slow,4,2025-06-24,29,284.14,77.0,10525.6,41
STN003,Pune,Slow,4,2025-06-25,26,292.55,74.6,9709.11,54
STN003,Pune,Slow,4,2025-06-26,16,180.95,74.7,5678.56,50
STN003,Pune,Slow,4,2025-06-27,24,265.49,79.1,8230.73,68
STN003,Pune,Slow,4,2025-06-28,21,232.92,60.9,6314.49,48
STN003,Pune,Slow,4,2025-06-29,23,256.7,74.2,7275.56,45
STN003,Pune,Slow,4,2025-06-30,20,233.8,77.8,6460.95,60
STN004,Pune,Fast,7,2025-01-01,55,824.64,42.0,32778.37,47
STN004,Pune,Fast,7,2025-01-02,73,1098.79,37.9,40175.51,2
STN004,Pune,Fast,7,2025-01-03,84,1171.2,42.6,53509.86,53
STN004,Pune,Fast,7,2025-01-04,65,869.75,37.3,36705.51,24
STN004,Pune,Fast,7,2025-01-05,78,1186.75,43.1,47586.84,5
STN004,Pune,Fast,7,2025-01-06,85,1282.16,41.0,52012.89,52
STN004,Pune,Fast,7,2025-01-07,76,1131.01,36.1,45424.28,6
STN004,Pune,Fast,7,2025-01-08,80,1277.21,36.4,47707.7,59
STN004,Pune,Fast,7,2025-01-09,56,788.23,38.3,34052.59,59
STN004,Pune,Fast,7,2025-01-10,78,1185.43,39.1,45410.08,55
STN004,Pune,Fast,7,2025-01-11,83,1202.34,42.2,51083.56,55
STN004,Pune,Fast,7,2025-01-12,72,1109.95,40.1,43728.46,42
STN004,Pune,Fast,7,2025-01-13,85,1173.21,37.5,46768.07,14
STN004,Pune,Fast,7,2025-01-14,70,1014.83,37.0,40758.59,30
STN004,Pune,Fast,7,2025-01-15,56,864.16,42.6,34300.04,0
STN004,Pune,Fast,7,2025-01-16,65,1008.99,43.6,41754.78,58
STN004,Pune,Fast,7,2025-01-17,84,1276.7,44.2,50602.91,54
STN004,Pune,Fast,7,2025-01-18,73,1046.93,42.7,40816.79,15
STN004,Pune,Fast,7,2025-01-19,74,1144.25,37.0,46192.74,46
STN004,Pune,Fast,7,2025-01-20,66,894.5,37.0,38285.88,4
STN004,Pune,Fast,7,2025-01-21,64,1014.06,37.4,40591.34,27
STN004,Pune,Fast,7,2025-01-22,77,1178.89,36.7,46771.55,26
STN004,Pune,Fast,7,2025-01-23,72,1138.48,44.7,40989.6,42
STN004,Pune,Fast,7,2025-01-24,69,933.77,36.9,41012.96,40
STN004,Pune,Fast,7,2025-01-25,75,1078.11,43.4,43531.96,49
STN004,Pune,Fast,7,2025-01-26,80,1270.3,35.8,47948.82,35
STN004,Pune,Fast,7,2025-01-27,78,1240.48,44.6,44058.89,29
STN004,Pune,Fast,7,2025-01-28,77,1080.94,42.3,43585.3,41
STN004,Pune,Fast,7,2025-01-29,83,1235.98,44.8,48843.0,52
STN004,Pune,Fast,7,2025-01-30,70,966.27,38.1,43589.0,25
STN004,Pune,Fast,7,2025-01-31,70,973.02,39.1,43981.15,32
STN004,Pune,Fast,7,2025-02-01,82,1288.2,35.5,47997.28,14
STN004,Pune,Fast,7,2025-02-02,81,1116.18,35.8,46863.48,28
STN004,Pune,Fast,7,2025-02-03,74,1102.31,44.8,47854.68,49
STN004,Pune,Fast,7,2025-02-04,69,1022.07,38.6,44208.09,46
STN004,Pune,Fast,7,2025-02-05,67,983.9,35.3,37831.23,51
STN004,Pune,Fast,7,2025-02-06,89,1189.26,43.5,55459.28,52
STN004,Pune,Fast,7,2025-02-07,63,921.22,44.5,35396.66,33
STN004,Pune,Fast,7,2025-02-08,69,1094.41,42.6,43891.34,47
STN004,Pune,Fast,7,2025-02-09,57,907.4,44.3,35962.09,49
STN004,Pune,Fast,7,2025-02-10,80,1257.66,37.5,45530.46,5
STN004,Pune,Fast,7,2025-02-11,58,823.28,41.4,34381.89,32
STN004,Pune,Fast,7,2025-02-12,67,883.84,44.4,40673.79,37
STN004,Pune,Fast,7,2025-02-13,70,913.43,36.2,38508.12,47
STN004,Pune,Fast,7,2025-02-14,62,969.25,37.6,35304.84,32
STN004,Pune,Fast,7,2025-02-15,55,810.18,38.4,34107.85,18
STN004,Pune,Fast,7,2025-02-16,67,977.55,42.1,41739.22,8
STN004,Pune,Fast,7,2025-02-17,74,1167.94,41.9,46868.77,50
STN004,Pune,Fast,7,2025-02-18,57,897.9,39.5,34431.56,12
STN004,Pune,Fast,7,2025-02-19,65,846.71,38.2,37172.5,58
STN004,Pune,Fast,7,2025-02-20,78,1225.5,35.7,50048.29,17
STN004,Pune,Fast,7,2025-02-21,65,988.17,40.6,36796.73,31
STN004,Pune,Fast,7,2025-02-22,75,1158.85,40.5,43726.04,29
STN004,Pune,Fast,7,2025-02-23,55,802.51,44.1,32464.72,45
STN004,Pune,Fast,7,2025-02-24,88,1346.71,39.0,51313.9,32
STN004,Pune,Fast,7,2025-02-25,56,833.05,37.9,31055.79,50
STN004,Pune,Fast,7,2025-02-26,79,1103.34,39.6,48829.94,20
STN004,Pune,Fast,7,2025-02-27,84,1130.96,41.4,47930.52,7
STN004,Pune,Fast,7,2025-02-28,64,841.08,38.1,35496.81,44
STN004,Pune,Fast,7,2025-03-01,59,791.63,43.6,36541.7,1
STN004,Pune,Fast,7,2025-03-02,89,1422.01,38.0,51530.62,24
STN004,Pune,Fast,7,2025-03-03,85,1239.49,36.4,54613.95,38
STN004,Pune,Fast,7,2025-03-04,77,1003.25,36.6,47090.04,40
STN004,Pune,Fast,7,2025-03-05,61,929.24,43.3,35418.79,26
STN004,Pune,Fast,7,2025-03-06,73,974.03,38.6,41074.24,4
STN004,Pune,Fast,7,2025-03-07,70,984.12,44.4,42988.73,45
STN004,Pune,Fast,7,2025-03-08,79,1205.7,44.6,43800.34,1
STN004,Pune,Fast,7,2025-03-09,80,1093.71,39.7,48252.88,33
STN004,Pune,Fast,7,2025-03-10,63,853.28,37.0,39266.3,4
STN004,Pune,Fast,7,2025-03-11,61,953.18,44.3,36433.57,40
STN004,Pune,Fast,7,2025-03-12,78,1221.24,40.1,50575.42,32
STN004,Pune,Fast,7,2025-03-13,75,1153.88,36.1,48472.77,18
STN004,Pune,Fast,7,2025-03-14,72,1136.31,36.7,44947.25,33
STN004,Pune,Fast,7,2025-03-15,59,822.8,39.1,33595.33,14
STN004,Pune,Fast,7,2025-03-16,89,1169.17,42.1,54808.05,33
STN004,Pune,Fast,7,2025-03-17,73,1096.37,43.4,44470.88,33
STN004,Pune,Fast,7,2025-03-18,86,1154.7,39.3,50620.63,19
STN004,Pune,Fast,7,2025-03-19,74,1049.11,41.6,46085.08,57
STN004,Pune,Fast,7,2025-03-20,71,935.15,35.2,39107.68,53
STN004,Pune,Fast,7,2025-03-21,69,976.93,38.9,44575.73,14
STN004,Pune,Fast,7,2025-03-22,72,1127.22,42.4,43888.33,50
STN004,Pune,Fast,7,2025-03-23,69,1039.87,36.0,38750.93,39
STN004,Pune,Fast,7,2025-03-24,75,982.9,41.9,41594.2,31
STN004,Pune,Fast,7,2025-03-25,57,870.37,43.4,36938.83,28
STN004,Pune,Fast,7,2025-03-26,76,1031.17,35.7,47453.25,51
STN004,Pune,Fast,7,2025-03-27,64,862.57,39.4,36477.04,9
STN004,Pune,Fast,7,2025-03-28,71,1019.06,41.3,42590.93,35
STN004,Pune,Fast,7,2025-03-29,61,941.94,39.3,37845.69,11
STN004,Pune,Fast,7,2025-03-30,89,1417.84,35.4,55760.43,19
STN004,Pune,Fast,7,2025-03-31,65,872.25,38.0,40594.52,35
STN004,Pune,Fast,7,2025-04-01,80,1081.91,45.0,44674.67,44
STN004,Pune,Fast,7,2025-04-02,76,1187.16,38.3,42475.63,36
STN004,Pune,Fast,7,2025-04-03,56,802.2,42.2,31317.57,5
STN004,Pune,Fast,7,2025-04-04,77,1222.91,40.2,48969.23,11
STN004,Pune,Fast,7,2025-04-05,65,1017.56,41.2,38780.87,1
STN004,Pune,Fast,7,2025-04-06,86,1368.73,38.2,47759.85,12
STN004,Pune,Fast,7,2025-04-07,85,1220.86,42.8,47156.4,10
STN004,Pune,Fast,7,2025-04-08,80,1266.34,36.6,46807.24,14
STN004,Pune,Fast,7,2025-04-09,55,833.14,35.8,31023.45,35
STN004,Pune,Fast,7,2025-04-10,82,1219.37,36.1,52003.57,1
STN004,Pune,Fast,7,2025-04-11,74,1058.56,42.1,43810.57,18
STN004,Pune,Fast,7,2025-04-12,56,806.48,39.7,32481.53,13
STN004,Pune,Fast,7,2025-04-13,83,1283.47,44.1,46566.21,36
STN004,Pune,Fast,7,2025-04-14,66,1016.31,40.2,37499.14,12
STN004,Pune,Fast,7,2025-04-15,77,1019.28,39.0,47406.74,58
STN004,Pune,Fast,7,2025-04-16,69,1042.74,37.5,44492.39,4
STN004,Pune,Fast,7,2025-04-17,59,816.9,37.2,37437.89,59
STN004,Pune,Fast,7,2025-04-18,62,847.84,42.4,38824.1,52
STN004,Pune,Fast,7,2025-04-19,74,1154.14,39.2,46245.43,32
STN004,Pune,Fast,7,2025-04-20,88,1276.91,40.0,53532.74,5
STN004,Pune,Fast,7,2025-04-21,70,915.36,44.9,45206.72,54
STN004,Pune,Fast,7,2025-04-22,68,930.6,36.0,39543.88,37
STN004,Pune,Fast,7,2025-04-23,55,721.1,40.7,33892.02,52
STN004,Pune,Fast,7,2025-04-24,60,811.47,42.8,33688.61,58
STN004,Pune,Fast,7,2025-04-25,63,918.37,40.3,35124.0,14
STN004,Pune,Fast,7,2025-04-26,78,1173.78,41.1,44329.62,43
STN004,Pune,Fast,7,2025-04-27,68,968.1,44.5,40522.66,16
STN004,Pune,Fast,7,2025-04-28,58,918.66,40.9,36219.66,48
STN004,Pune,Fast,7,2025-04-29,79,1156.48,35.2,44295.63,45
STN004,Pune,Fast,7,2025-04-30,84,1308.32,36.4,52095.57,2
STN004,Pune,Fast,7,2025-05-01,69,1004.77,38.1,43244.41,22
STN004,Pune,Fast,7,2025-05-02,87,1369.1,43.3,53867.45,54
STN004,Pune,Fast,7,2025-05-03,79,1224.26,39.0,45266.08,54
STN004,Pune,Fast,7,2025-05-04,60,861.41,43.0,33238.67,59
STN004,Pune,Fast,7,2025-05-05,70,1000.41,35.9,43562.57,25
STN004,Pune,Fast,7,2025-05-06,81,1243.08,35.0,44774.16,11
STN004,Pune,Fast,7,2025-05-07,89,1374.93,37.1,51372.69,41
STN004,Pune,Fast,7,2025-05-08,70,1039.82,43.7,39547.8,20
STN004,Pune,Fast,7,2025-05-09,78,1220.99,41.4,50371.02,17
STN004,Pune,Fast,7,2025-05-10,85,1147.47,35.5,47816.86,45
STN004,Pune,Fast,7,2025-05-11,61,927.11,39.0,39527.8,55
STN004,Pune,Fast,7,2025-05-12,58,764.13,40.0,32743.31,58
STN004,Pune,Fast,7,2025-05-13,77,1209.09,41.0,46985.98,23
STN004,Pune,Fast,7,2025-05-14,79,1072.46,41.2,46815.89,36
STN004,Pune,Fast,7,2025-05-15,59,833.39,44.7,32769.87,36
STN004,Pune,Fast,7,2025-05-16,65,886.06,37.9,38696.19,47
STN004,Pune,Fast,7,2025-05-17,89,1275.86,40.4,52724.36,41
STN004,Pune,Fast,7,2025-05-18,67,1030.69,40.1,38256.02,3
STN004,Pune,Fast,7,2025-05-19,74,979.51,44.4,46005.0,2
STN004,Pune,Fast,7,2025-05-20,75,979.77,38.8,45707.61,3
STN004,Pune,Fast,7,2025-05-21,67,895.16,43.5,42299.09,56
STN004,Pune,Fast,7,2025-05-22,78,1076.0,35.4,46114.52,52
STN004,Pune,Fast,7,2025-05-23,76,1051.69,38.0,45670.68,2
STN004,Pune,Fast,7,2025-05-24,67,872.71,35.9,42599.82,53
STN004,Pune,Fast,7,2025-05-25,63,894.59,41.3,36943.74,33
STN004,Pune,Fast,7,2025-05-26,59,920.75,42.1,33408.32,12
STN004,Pune,Fast,7,2025-05-27,57,832.85,40.1,34348.58,40
STN004,Pune,Fast,7,2025-05-28,78,1086.29,38.9,44182.39,41
STN004,Pune,Fast,7,2025-05-29,72,1070.27,37.0,43653.24,17
STN004,Pune,Fast,7,2025-05-30,75,1179.64,42.3,41309.43,19
STN004,Pune,Fast,7,2025-05-31,64,1012.42,42.6,36828.19,38
STN004,Pune,Fast,7,2025-06-01,81,1188.13,38.4,49826.44,51
STN004,Pune,Fast,7,2025-06-02,82,1221.4,43.4,50132.58,9
STN004,Pune,Fast,7,2025-06-03,61,820.62,38.2,35034.1,17
STN004,Pune,Fast,7,2025-06-04,65,947.62,43.6,36905.56,12
STN004,Pune,Fast,7,2025-06-05,84,1263.45,36.0,47560.74,33
STN004,Pune,Fast,7,2025-06-06,85,1231.81,40.1,53214.06,59
STN004,Pune,Fast,7,2025-06-07,61,809.69,38.6,39288.92,20
STN004,Pune,Fast,7,2025-06-08,80,1133.52,40.7,48592.28,23
STN004,Pune,Fast,7,2025-06-09,65,858.66,43.5,41809.59,3
STN004,Pune,Fast,7,2025-06-10,68,1029.93,39.8,37545.61,20
STN004,Pune,Fast,7,2025-06-11,62,920.98,44.8,34861.57,5
STN004,Pune,Fast,7,2025-06-12,89,1401.24,42.6,57547.01,47
STN004,Pune,Fast,7,2025-06-13,66,931.47,36.2,42695.48,7
STN004,Pune,Fast,7,2025-06-14,59,893.2,42.7,32498.25,16
STN004,Pune,Fast,7,2025-06-15,65,1010.95,40.8,37916.65,20
STN004,Pune,Fast,7,2025-06-16,82,1207.8,39.3,51896.4,3
STN004,Pune,Fast,7,2025-06-17,70,1100.48,36.9,41223.42,23
STN004,Pune,Fast,7,2025-06-18,73,1165.41,41.6,46172.15,9
STN004,Pune,Fast,7,2025-06-19,72,1098.59,44.4,43666.59,22
STN004,Pune,Fast,7,2025-06-20,68,1048.91,44.0,44025.07,42
